Model_series,Dual Sim,VoLTE,5G,Vo5G,Ram,Battery,Foldable Display,Dual Display,External_Memory,Price,company,Inbuilt_memory,fast_charging,Water Drop Notch,with Punch Hole,Processor_,No _of_Rear,No _of_Front,Primary_rear_camera,Primary_front_camera,Number_of_core,pixal_D,PPI
X,1,1,0,0,8.0,4500,0,0,512.0,16999,poco,256.0,27.0,0,0,snapdragon,4,2,64.0,20.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,6.0,5000,0,0,1024.0,17945,poco,128.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,5000,0,0,1024.0,17990,poco,256.0,67.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,391.6377178475234
X,1,1,1,0,6.0,5160,0,0,0.0,17990,poco,128.0,67.0,0,0,dimensity,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,5100,0,0,0.0,19499,poco,256.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2973.7760507476014,445.8434858692056
X,1,1,1,0,6.0,5000,0,0,0.0,19490,poco,128.0,67.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,12.0,5100,0,0,0.0,20999,poco,256.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2973.7760507476014,445.8434858692056
M,1,1,1,0,8.0,5000,0,0,1024.0,21990,poco,128.0,80.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,391.0557895892061
M,1,1,1,0,8.0,5000,0,0,1024.0,21990,poco,128.0,67.0,0,1,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,391.0557895892061
X,1,1,1,0,12.0,5100,0,0,0.0,21999,poco,512.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2973.7760507476014,445.8434858692056
X,1,1,1,0,8.0,5000,0,0,1024.0,21999,poco,128.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,5000,0,0,0.0,22999,poco,256.0,67.0,0,0,snapdragon,3,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,5000,0,0,0.0,24499,poco,256.0,67.0,0,0,dimensity,3,1,64.0,16.0,8,2973.7760507476014,445.8434858692056
X,1,1,1,0,8.0,5080,0,0,0.0,24990,poco,128.0,67.0,0,0,dimensity,3,1,64.0,16.0,8,2686.6335812685734,407.0656941316021
F,1,1,1,0,6.0,4500,0,0,0.0,25890,poco,128.0,67.0,0,0,snapdragon,3,1,64.0,20.0,8,2631.8054639353572,394.57353282389164
F,1,1,1,0,8.0,5065,0,0,0.0,25999,poco,256.0,67.0,0,0,dimensity,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,12.0,5000,0,0,0.0,26499,poco,512.0,67.0,0,0,dimensity,3,1,64.0,16.0,8,2973.7760507476014,445.8434858692056
F,1,1,1,0,6.0,4200,0,0,0.0,27990,poco,128.0,44.0,0,0,snapdragon,3,1,64.0,16.0,8,2686.6335812685734,401.58947403117685
F,1,1,1,0,12.0,4500,0,0,0.0,27999,poco,256.0,67.0,0,0,snapdragon,3,1,64.0,20.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,5080,0,0,0.0,28990,poco,256.0,67.0,0,0,dimensity,3,1,64.0,16.0,8,2686.6335812685734,407.0656941316021
F,1,1,1,0,8.0,5000,0,0,0.0,29999,poco,256.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
F,1,1,1,0,8.0,4500,0,0,0.0,29999,poco,128.0,67.0,0,0,snapdragon,3,1,64.0,20.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,5000,0,0,0.0,29990,poco,128.0,80.0,0,0,snapdragon,3,1,64.0,32.0,8,2631.8054639353572,392.8067856619936
X,1,1,1,1,8.0,5000,0,0,1024.0,31990,poco,128.0,66.0,0,0,snapdragon,3,1,50.0,32.0,8,2635.453661136921,389.28414492421285
X,1,1,1,0,8.0,5000,0,0,1024.0,32990,poco,128.0,100.0,0,0,snapdragon,4,1,108.0,32.0,8,2631.8054639353572,387.03021528461136
F,1,1,1,0,12.0,5000,0,0,0.0,33999,poco,256.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
F,1,1,1,0,8.0,5000,0,0,0.0,34990,poco,128.0,120.0,0,0,snapdragon,3,1,50.0,32.0,8,2631.8054639353572,391.6377178475234
F,1,1,1,0,8.0,5160,0,0,0.0,36999,poco,256.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,3509.073951913809,526.0980437651888
F,1,1,1,0,8.0,4700,0,0,0.0,39999,poco,128.0,120.0,0,0,snapdragon,3,1,64.0,20.0,8,2631.8054639353572,394.57353282389164
F,1,1,1,0,8.0,5500,0,0,0.0,40990,poco,128.0,120.0,0,0,snapdragon,3,1,108.0,32.0,8,3509.073951913809,522.1836237966978
F,1,1,1,0,8.0,4500,0,0,0.0,42999,poco,128.0,150.0,0,0,dimensity,3,1,64.0,20.0,8,2642.7531099215453,396.2148590587024
X,1,1,1,0,12.0,5500,0,0,0.0,45990,poco,512.0,100.0,0,0,dimensity,3,1,50.0,32.0,8,3424.675167077894,513.4445527852914
F,1,1,1,0,12.0,4700,0,0,0.0,46990,poco,256.0,120.0,0,0,snapdragon,3,1,64.0,20.0,8,2631.8054639353572,394.57353282389164
Play,1,1,1,0,8.0,6000,0,0,0.0,14990,honor,256.0,35.0,0,0,dimensity,2,1,50.0,8.0,8,2642.7531099215453,388.64016322375664
X,1,1,1,0,6.0,5000,0,0,1024.0,14990,honor,128.0,22.5,1,0,snapdragon,3,1,48.0,8.0,8,1754.5369759569046,269.92876553183146
Play,1,1,1,0,8.0,5000,0,0,1024.0,14990,honor,128.0,18.0,1,0,dimensity,2,1,50.0,8.0,8,2683.281572999748,407.79355212762124
Play,1,1,1,0,6.0,5200,0,0,1024.0,14990,honor,128.0,66.0,0,0,snapdragon,2,1,13.0,5.0,8,1765.4869016789673,269.1291008656963
X,1,1,0,0,4.0,5000,0,0,1024.0,13999,honor,64.0,10.0,1,0,helio,3,1,50.0,5.0,8,1754.5369759569046,269.92876553183146
Play,1,1,1,0,8.0,6000,0,0,1024.0,13999,honor,256.0,35.0,0,0,dimensity,2,1,50.0,8.0,8,2642.7531099215453,388.64016322375664
X,1,1,0,0,6.0,5000,0,0,1024.0,13999,honor,128.0,22.5,0,0,helio,4,1,50.0,8.0,8,1754.5369759569046,259.93140384546734
Play,1,1,1,0,8.0,6000,0,0,0.0,13990,honor,128.0,22.5,0,0,dimensity,2,1,50.0,5.0,8,1754.5369759569046,260.31705874731523
Play,1,1,1,0,6.0,6000,0,0,1024.0,13990,honor,128.0,22.5,0,0,dimensity,2,1,50.0,5.0,8,1754.5369759569046,260.31705874731523
X,1,1,1,0,8.0,5800,0,0,0.0,15990,honor,128.0,33.0,0,0,snapdragon,2,1,108.0,8.0,8,2919.1615234515543,430.5547969692558
X,1,1,1,0,8.0,6000,0,0,1024.0,19990,honor,256.0,35.0,0,0,dimensity,3,1,108.0,8.0,8,2642.7531099215453,388.64016322375664
X,1,1,0,0,6.0,6000,0,0,1024.0,19990,honor,128.0,33.0,0,0,snapdragon,3,1,108.0,8.0,8,2642.7531099215453,388.64016322375664
Other,1,1,1,0,4.0,5000,0,0,0.0,19990,honor,128.0,22.5,0,0,snapdragon,3,1,50.0,8.0,8,1754.5369759569046,269.92876553183146
X,1,1,0,0,6.0,4500,0,0,0.0,18999,honor,128.0,22.5,0,0,helio,3,1,100.0,16.0,8,2620.867032109794,391.1741838969842
X,1,1,1,0,12.0,4800,0,0,0.0,20499,honor,256.0,66.0,0,0,snapdragon,3,1,50.0,16.0,8,2620.867032109794,384.8556581659022
Play,1,1,1,0,8.0,5000,0,0,0.0,20999,honor,128.0,44.0,0,0,dimensity,2,1,50.0,16.0,8,2620.867032109794,390.0099750163384
Other,1,1,1,0,8.0,4500,0,0,0.0,29990,honor,256.0,35.0,0,0,dimensity,3,1,108.0,50.0,8,2642.7531099215453,394.44076267485747
Other,1,1,1,0,12.0,5000,0,0,0.0,29990,honor,256.0,100.0,0,0,snapdragon,2,1,50.0,50.0,8,2921.7967075072147,436.08906082197234
Other,1,1,1,0,12.0,5000,0,0,0.0,29990,honor,256.0,100.0,0,0,snapdragon,2,1,50.0,16.0,8,2921.7967075072147,436.08906082197234
Other,1,1,1,1,8.0,4700,0,0,0.0,29990,honor,128.0,80.0,0,0,dimensity,3,1,50.0,16.0,8,2577.2077913897438,383.51306419490237
X,1,1,1,0,8.0,5100,0,0,0.0,27999,honor,256.0,40.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,6000,0,0,0.0,27999,honor,128.0,33.0,0,0,dimensity,4,1,64.0,16.0,10,2631.8054639353572,365.5285366576885
Other,1,1,1,0,8.0,4600,0,0,0.0,27990,honor,256.0,66.0,0,1,dimensity,3,1,64.0,32.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,12.0,5000,0,0,0.0,27199,honor,512.0,66.0,0,0,snapdragon,3,1,200.0,50.0,8,2921.7967075072147,436.08906082197234
Other,1,1,1,0,8.0,4800,0,0,0.0,30990,honor,256.0,66.0,0,0,snapdragon,3,1,54.0,32.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,8.0,4800,0,0,0.0,30999,honor,256.0,66.0,0,0,snapdragon,3,1,160.0,32.0,8,2631.8054639353572,394.57353282389164
Magic,1,1,1,0,6.0,5100,0,0,0.0,31999,honor,128.0,40.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,12.0,5800,0,0,0.0,32990,honor,256.0,33.0,0,0,snapdragon,2,1,108.0,8.0,8,2919.1615234515543,430.5547969692558
Other,1,1,1,0,6.0,4300,0,0,0.0,32990,honor,128.0,66.0,0,0,snapdragon,4,1,108.0,32.0,8,2577.2077913897438,392.2690702267494
Other,1,1,1,0,12.0,5000,0,0,0.0,34990,honor,256.0,100.0,0,0,snapdragon,2,1,50.0,50.0,8,2921.7967075072147,436.08906082197234
Other,1,1,1,0,12.0,5000,0,0,0.0,39990,honor,256.0,100.0,0,0,snapdragon,3,2,50.0,50.0,8,2964.4857901497858,437.2397920574905
Other,1,1,1,0,12.0,4800,0,0,0.0,39990,honor,256.0,66.0,0,0,snapdragon,3,1,160.0,32.0,8,2631.8054639353572,394.57353282389164
Other,1,1,1,0,12.0,4800,0,0,0.0,38999,honor,256.0,66.0,0,0,snapdragon,3,1,54.0,16.0,8,2631.8054639353572,394.57353282389164
Magic,1,1,1,0,8.0,5300,0,0,0.0,34999,honor,256.0,35.0,0,0,snapdragon,3,1,108.0,16.0,8,2910.8596668338378,429.330334341274
Other,1,1,1,0,8.0,4500,0,0,0.0,42999,honor,256.0,100.0,0,0,dimensity,3,1,54.0,50.0,8,2910.8596668338378,429.330334341274
Other,1,1,1,0,8.0,4800,0,0,0.0,43990,honor,256.0,66.0,0,0,snapdragon,3,2,160.0,50.0,8,2964.4857901497858,437.2397920574905
Other,1,1,1,0,12.0,5000,0,0,0.0,44990,honor,256.0,120.0,0,0,snapdragon,3,2,108.0,50.0,8,2964.4857901497858,435.95379266908617
V,1,1,1,0,8.0,4100,0,0,0.0,44990,honor,128.0,40.0,0,1,exynos,3,2,40.0,32.0,8,2631.8054639353572,400.5792182550011
Other,1,1,1,0,12.0,4800,0,0,0.0,44999,honor,256.0,66.0,0,0,snapdragon,3,1,64.0,32.0,8,2631.8054639353572,388.1718973355984
Other,1,1,1,0,8.0,4500,0,0,0.0,49990,honor,256.0,100.0,0,0,dimensity,3,1,54.0,50.0,8,2910.8596668338378,429.330334341274
Other,1,1,1,0,8.0,4400,0,0,256.0,49999,honor,128.0,66.0,0,0,snapdragon,3,2,50.0,32.0,8,2577.2077913897438,392.2690702267494
Magic,1,1,1,1,12.0,5450,0,0,0.0,51999,honor,256.0,66.0,0,0,snapdragon,3,1,50.0,50.0,8,3072.0833322030835,453.1096360181539
Other,1,1,1,0,12.0,4500,0,0,0.0,54990,honor,256.0,100.0,0,0,snapdragon,3,1,200.0,50.0,8,2910.8596668338378,429.330334341274
V,1,1,1,0,8.0,4100,0,0,0.0,54990,honor,128.0,40.0,0,1,snapdragon,3,2,40.0,32.0,8,2631.8054639353572,400.5792182550011
Other,1,1,1,0,12.0,5000,0,0,0.0,55990,honor,256.0,90.0,0,0,snapdragon,3,2,200.0,50.0,8,2964.4857901497858,437.2397920574905
Magic,1,1,1,0,8.0,5000,0,0,0.0,56999,honor,128.0,66.0,0,0,snapdragon,3,1,50.0,16.0,8,2620.867032109794,384.8556581659022
Magic,1,1,1,0,12.0,5400,0,0,0.0,66499,honor,256.0,8.0,0,0,snapdragon,3,2,180.0,50.0,8,3078.701024783017,452.75015070338486
V,1,1,1,0,16.0,4500,1,1,0.0,67990,honor,256.0,35.0,0,0,snapdragon,2,1,50.0,8.0,8,3094.7310060811424,401.39182958250876
Magic,1,1,1,0,16.0,5450,0,0,0.0,77990,honor,512.0,66.0,0,0,snapdragon,4,2,50.0,12.0,8,3135.673452386265,460.45131459416524
Magic,1,1,1,0,16.0,5600,0,0,0.0,79990,honor,512.0,80.0,0,0,snapdragon,3,2,180.0,50.0,8,3078.701024783017,452.75015070338486
Magic,1,1,1,0,12.0,5000,1,1,0.0,79999,honor,256.0,66.0,0,0,snapdragon,3,1,50.0,16.0,8,3184.7561916102777,402.11568075887345
Magic,1,1,1,1,12.0,5100,0,0,0.0,79999,honor,256.0,66.0,0,0,snapdragon,4,1,54.0,12.0,8,2953.5605631169983,438.8648682194648
Magic,1,1,1,0,8.0,4600,0,0,0.0,89990,honor,256.0,100.0,0,0,snapdragon,4,2,50.0,12.0,8,3135.673452386265,460.45131459416524
Magic,0,1,1,0,8.0,4500,1,1,0.0,89999,honor,256.0,67.0,0,0,snapdragon,3,1,50.0,32.0,8,2741.678318111007,403.78178469970646
Magic,1,1,1,0,12.0,4600,0,0,0.0,94990,honor,512.0,100.0,0,0,snapdragon,1,2,50.0,12.0,8,3135.673452386265,460.45131459416524
Magic,1,1,1,0,12.0,4600,0,0,0.0,94990,honor,512.0,120.0,0,0,snapdragon,4,2,50.0,13.0,8,3080.6362979098976,455.7154286848961
Magic,1,1,1,0,8.0,5000,1,1,0.0,99990,honor,256.0,35.0,0,0,snapdragon,3,1,50.0,16.0,8,3184.7561916102777,408.3020758474715
Magic,1,1,1,0,16.0,5000,1,1,0.0,102999,honor,256.0,66.0,0,0,snapdragon,3,1,50.0,16.0,8,3184.7561916102777,402.11568075887345
Magic,1,1,1,0,16.0,5000,1,1,0.0,187990,honor,1024.0,66.0,0,0,snapdragon,3,1,50.0,16.0,8,3184.7561916102777,402.11568075887345
Magic,1,1,1,0,16.0,5000,1,1,0.0,139999,honor,512.0,66.0,0,0,snapdragon,3,1,54.0,16.0,8,3016.3288945338836,381.8137841182131
Magic,1,1,1,0,8.0,5000,1,1,0.0,124999,honor,256.0,66.0,0,0,snapdragon,3,1,54.0,16.0,8,3016.3288945338836,381.8137841182131
Magic,1,1,1,1,24.0,5600,0,0,0.0,114990,honor,1024.0,80.0,0,0,snapdragon,3,2,180.0,50.0,8,3078.701024783017,452.75015070338486
Magic,0,1,1,0,8.0,4000,1,1,0.0,104999,honor,256.0,15.0,0,0,snapdragon,3,1,108.0,16.0,8,3315.177219998955,414.3971524998694
Magic,1,1,1,0,12.0,5100,0,0,0.0,103999,honor,512.0,66.0,0,0,snapdragon,4,2,50.0,12.0,8,3135.673452386265,460.45131459416524
Phone,1,1,1,0,8.0,5000,0,0,0.0,23999,nothing,128.0,45.0,0,0,dimensity,2,1,50.0,32.0,8,2644.3902888945877,394.68511774546084
Phone,1,1,1,0,6.0,5000,0,0,0.0,24990,nothing,128.0,33.0,0,0,snapdragon,2,1,50.0,16.0,8,2631.8054639353572,401.8023609061614
Phone,1,1,1,0,8.0,5000,0,0,0.0,25999,nothing,256.0,45.0,0,0,dimensity,2,1,50.0,32.0,8,2644.3902888945877,394.68511774546084
Phone,1,1,1,0,8.0,5000,0,0,0.0,27990,nothing,128.0,65.0,0,0,snapdragon,2,1,64.0,32.0,8,2935.479517898226,436.82730921104553
Phone,1,1,1,0,12.0,5000,0,0,0.0,27999,nothing,256.0,45.0,0,0,dimensity,2,1,50.0,32.0,8,2644.3902888945877,394.68511774546084
Phone,1,1,1,0,8.0,4500,0,0,0.0,31999,nothing,128.0,33.0,0,0,snapdragon,2,1,50.0,16.0,8,2631.8054639353572,401.8023609061614
Phone,1,1,1,0,8.0,4500,0,0,0.0,33999,nothing,256.0,33.0,0,0,snapdragon,2,1,50.0,16.0,8,2631.8054639353572,401.8023609061614
Phone,1,1,1,0,12.0,4500,0,0,0.0,36999,nothing,256.0,33.0,0,0,snapdragon,2,1,50.0,16.0,8,2631.8054639353572,401.8023609061614
Phone,1,1,1,0,8.0,4700,0,0,0.0,37999,nothing,128.0,45.0,0,0,snapdragon,2,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Phone,1,1,1,0,12.0,4700,0,0,0.0,40299,nothing,512.0,45.0,0,0,snapdragon,2,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Phone,1,1,1,0,12.0,4700,0,0,0.0,40999,nothing,256.0,45.0,0,0,snapdragon,2,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Phone,1,1,1,0,8.0,5000,0,0,0.0,45990,nothing,128.0,100.0,0,0,snapdragon,3,1,64.0,32.0,8,2631.8054639353572,394.57353282389164
Phone,1,1,1,0,8.0,5000,0,0,0.0,49990,nothing,256.0,150.0,0,0,snapdragon,3,1,108.0,32.0,8,3882.4734384152584,576.8905554851796
Fold,1,1,1,1,12.0,5000,1,1,0.0,89999,nothing,256.0,45.0,0,0,snapdragon,3,2,50.0,32.0,8,2831.6638218545645,363.03382331468777
Pixel,0,1,0,0,4.0,3000,0,0,0.0,13999,google,64.0,18.0,0,0,snapdragon,1,1,12.2,8.0,8,2468.764873372918,440.85087024516395
Pixel,1,1,0,0,6.0,2800,0,0,0.0,19999,google,64.0,15.0,0,0,snapdragon,2,2,16.0,8.0,8,2522.8555249954366,442.60623245533975
Pixel,0,1,1,0,6.0,4620,0,0,0.0,32999,google,128.0,18.0,0,1,snapdragon,2,1,16.0,8.0,8,2631.8054639353572,415.11127191409423
Pixel,1,1,1,0,8.0,4385,0,0,0.0,37999,google,128.0,18.0,0,0,tensor,2,1,64.0,13.0,8,2631.8054639353572,431.44351867792744
Pixel,1,1,1,0,6.0,4410,0,0,0.0,43999,google,128.0,15.0,0,1,tensor,2,1,12.2,8.0,8,2631.8054639353572,428.63281171585623
Pixel,1,1,1,0,8.0,4355,0,0,0.0,46999,google,128.0,30.0,0,0,tensor,2,1,50.0,10.8,8,2631.8054639353572,417.7468990373583
Pixel,1,1,1,0,8.0,4700,0,0,0.0,49990,google,128.0,44.0,0,0,tensor,2,1,108.0,13.0,8,2631.8054639353572,417.7468990373583
Pixel,1,1,1,0,8.0,4492,0,0,0.0,52999,google,128.0,15.0,0,0,tensor,2,1,64.0,13.0,9,2631.8054639353572,431.44351867792744
Pixel,1,1,1,1,8.0,5000,0,0,0.0,59990,google,256.0,45.0,0,0,tensor,2,1,50.0,12.0,8,2631.8054639353572,436.45198406888176
Pixel,1,1,1,0,8.0,4492,0,0,0.0,59999,google,256.0,15.0,0,0,tensor,2,1,64.0,13.0,9,2631.8054639353572,431.44351867792744
Pixel,1,1,1,0,12.0,5000,0,0,0.0,62999,google,128.0,30.0,0,0,tensor,3,1,50.0,10.8,8,3436.2770551863246,512.8771724158693
Pixel,1,1,1,0,8.0,4575,0,0,0.0,69999,google,128.0,30.0,0,0,tensor,2,1,50.0,10.5,9,2631.8054639353572,424.48475224763826
Pixel,1,1,1,0,8.0,4575,0,0,0.0,69999,google,256.0,30.0,0,0,tensor,2,1,50.0,10.5,9,2631.8054639353572,424.48475224763826
Pixel,1,1,1,0,8.0,4800,0,0,0.0,74990,google,128.0,15.0,0,1,snapdragon,3,1,16.0,16.0,8,2631.8054639353572,424.48475224763826
Pixel,1,1,1,0,12.0,5000,0,0,0.0,89999,google,128.0,30.0,0,0,tensor,3,1,64.0,10.8,8,3436.2770551863246,512.8771724158693
Pixel,1,1,1,1,12.0,5000,0,0,0.0,94990,google,256.0,45.0,0,0,tensor,3,1,50.0,50.0,8,3436.2770551863246,563.3241074075942
Pixel,0,1,1,1,8.0,4000,1,1,0.0,99990,google,128.0,45.0,0,0,tensor,2,1,48.0,10.0,8,2852.367437761131,425.72648324793
Pixel,1,1,1,0,12.0,5050,0,0,0.0,101999,google,128.0,30.0,0,0,tensor,3,1,50.0,10.5,9,3280.0,489.55223880597015
Pixel,1,1,1,0,12.0,5050,0,0,0.0,108999,google,256.0,30.0,0,0,tensor,3,1,50.0,10.5,9,3280.0,489.55223880597015
Pixel,1,1,1,1,12.0,5300,0,0,0.0,109990,google,256.0,45.0,0,0,tensor,4,1,50.0,50.0,8,3436.2770551863246,512.1128249159947
Pixel,1,1,1,0,12.0,5003,0,0,0.0,125990,google,128.0,30.0,0,0,tensor,3,1,50.0,12.0,8,3673.96243856684,442.6460769357638
Pixel,1,1,1,0,12.0,4821,1,1,0.0,146990,google,256.0,30.0,0,0,tensor,3,2,48.0,9.5,8,2874.171880733649,378.18051062284854
Pixel,1,1,1,0,12.0,5000,1,1,0.0,159990,google,256.0,45.0,0,0,tensor,3,2,50.0,12.0,10,2874.171880733649,358.3755462261408
P,1,1,0,0,4.0,5000,0,0,1024.0,6999,other,128.0,18.0,0,0,unisoc,2,1,50.0,8.0,8,1765.4869016789673,267.49801540590414
A,1,1,0,0,4.0,5000,0,0,2048.0,7190,other,256.0,10.0,1,0,unisoc,2,1,13.0,8.0,8,1765.4869016789673,267.49801540590414
P,1,1,0,0,8.0,5000,0,0,1024.0,7309,other,128.0,18.0,0,0,unisoc,2,1,50.0,8.0,8,1765.4869016789673,267.49801540590414
P,1,1,0,0,4.0,6000,0,0,1024.0,7394,other,128.0,18.0,0,0,unisoc,2,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
Rs,1,0,0,0,8.0,5000,0,0,0.0,8990,other,128.0,45.0,0,0,helio,2,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
P,1,1,0,0,8.0,5000,0,0,1024.0,9999,other,256.0,45.0,0,0,unisoc,2,1,50.0,8.0,8,1791.0890541790488,271.37712942106805
Other,1,1,1,0,8.0,4200,0,0,0.0,49990,asus,128.0,120.0,0,0,snapdragon,3,1,50.0,12.0,8,2686.6335812685734,412.06036522524136
Rog,1,1,1,0,8.0,6000,0,0,0.0,52999,asus,128.0,65.0,0,0,snapdragon,3,1,64.0,24.0,8,2675.650201352935,394.6386727659196
Other,1,1,1,0,8.0,4300,0,0,0.0,59999,asus,128.0,30.0,0,0,snapdragon,2,1,50.0,12.0,8,2631.8054639353572,446.068722700908
Zenfone,1,1,1,0,8.0,4300,0,0,0.0,63990,asus,128.0,30.0,0,0,snapdragon,2,1,50.0,12.0,8,2631.8054639353572,446.068722700908
